When,Threat Name,Threat Path,Event,Cleanup Status,Severity,Alert,Root Cause,Business File,User,User Groups,Device,Device Group,IPAddress,Date,Hour,DayOfWeek,DayOfWeekNum,User Domain,Username
2025-07-08 00:38:04+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Vivek.Yadav153,Global User Group,Altermed-100,Global Computer Group,192.168.6.39,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Vivek.Yadav153
2025-07-08 00:38:04+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Vivek.Yadav153,Global User Group,Altermed-100,Global Computer Group,192.168.6.39,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Vivek.Yadav153
2025-07-08 00:38:04+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Vivek.Yadav153,Global User Group,Altermed-100,Global Computer Group,192.168.6.39,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Vivek.Yadav153
2025-07-08 00:36:45+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:45+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:27+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:27+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:27+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:27+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:27+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:27+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:12+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:36:12+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:35:56+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:56+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:44+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:35:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:35:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:35:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:35:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:35:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:35:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:35:32+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:32+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:35:18+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:35:18+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,chrome.exe,0,ALTERMEDRCM\Karandeep.Singh242,Global User Group,Altermed-167,Global Computer Group,192.168.6.187,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Karandeep.Singh242
2025-07-08 00:34:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:34:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:34:12+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:34:12+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:34:12+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:34:12+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:34:12+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:34:12+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:34:11+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:34:11+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:34:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:34:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:34:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:34:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:34:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:33:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:33:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:33:57+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:33:52+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:33:52+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:33:26+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:33:26+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:33:26+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Husan.Kumar303,Global User Group,Altermed-130,Global Computer Group,192.168.6.182,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Husan.Kumar303
2025-07-08 00:33:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:58+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:53+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:53+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Mohit.Mehra236,Global User Group,Altermed-39,Global Computer Group,192.168.6.67,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Mohit.Mehra236
2025-07-08 00:32:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:32:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:32:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:32:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:32:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:32:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:32:39+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:32:34+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:32:34+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:31:59+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:31:59+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\vikas.X379,Global User Group,Altermed-62,Global Computer Group,192.168.6.139,2025-07-08,0,Tuesday,1,ALTERMEDRCM,vikas.X379
2025-07-08 00:31:46+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:31:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:31:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:31:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:31:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,ms-teams.exe,0,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:31:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,ms-teams.exe,0,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:31:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,ms-teams.exe,0,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 00:31:31+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:31:31+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:31:31+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:31:31+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:31:25+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:31:25+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:31:25+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:31:25+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 00:31:09+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,ms-teams.exe,0,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
